cluster_id,start_distance_ft,end_distance_ft,span_ft,center_distance_ft,avg_clock_position,anomaly_count,max_depth_pct,avg_depth_pct,total_length_in,avg_width_in,severity_score,is_critical
0,125.902,128.839,2.9369999999999976,127.4255,6.345833333333333,4,30.0,24.25,15.8,3.625,22.740000000000002,False
1,143.373,146.46,3.0870000000000175,144.51666666666665,7.666666666666667,6,32.0,22.166666666666668,14.899999999999999,3.733333333333333,26.27,False
2,423.104,429.213,6.109000000000037,425.2966666666666,8.383333333333335,3,15.0,13.333333333333334,6.8999999999999995,1.9666666666666668,12.57,False
3,526.923,535.984,9.061000000000035,532.1227777777779,7.461111111111112,9,27.0,17.11111111111111,45.8,4.655555555555555,38.03999999999999,False
4,567.247,595.433,28.186000000000035,580.4075000000001,5.854761904761905,14,18.0,13.142857142857142,41.900000000000006,2.707142857142857,40.77,False
5,607.72,610.059,2.338999999999942,608.9676666666666,7.474999999999999,6,21.0,15.5,28.4,3.2166666666666663,25.919999999999998,False
6,639.085,639.177,0.09199999999998454,639.1186666666667,4.427777777777777,3,33.0,25.0,8.0,2.733333333333333,20.1,False
7,657.119,658.576,1.4569999999999936,658.0093333333333,8.372222222222222,3,39.0,26.333333333333332,11.600000000000001,4.066666666666667,23.580000000000002,False
8,671.037,671.365,0.32799999999997453,671.201,6.925000000000001,2,26.0,21.5,20.2,8.55,19.46,False
9,789.035,824.36,35.325000000000045,802.8855,4.8583333333333325,8,16.0,12.375,116.5,2.9,53.349999999999994,False
10,958.524,959.997,1.4729999999999563,959.2605,2.6833333333333336,2,28.0,25.5,19.8,5.5,20.14,False
11,1191.788,1228.986,37.19800000000009,1210.3415675675676,5.585585585585586,37,19.0,13.324324324324325,128.60000000000002,2.0432432432432432,101.68,False
12,1241.355,1242.343,0.9880000000000564,1241.8490000000002,6.425000000000001,2,15.0,13.5,9.3,2.15,11.79,False
13,1459.432,1471.148,11.715999999999894,1464.5720000000001,1.2055555555555557,3,18.0,15.333333333333334,19.7,1.9666666666666668,17.61,False
14,1678.927,1681.184,2.257000000000062,1680.332714285714,8.004761904761905,7,30.0,23.0,24.599999999999998,2.6714285714285713,29.88,False
15,2103.645,2198.681,95.03600000000006,2143.3028918918917,11.403603603603603,37,42.0,21.756756756756758,92.5,1.508108108108108,100.05,False
16,2210.804,2317.051,106.24699999999984,2263.143976190476,5.758730158730158,42,52.0,23.0,139.70000000000002,1.357142857142857,125.71000000000001,False
17,2381.581,2395.131,13.549999999999727,2387.1776250000003,5.408333333333333,8,13.0,11.5,44.5,1.075,30.549999999999997,False
18,3163.169,3163.461,0.2919999999999163,3163.3149999999996,6.058333333333334,2,26.0,23.0,1.1,0.8500000000000001,13.73,False
19,3357.569,3357.828,0.25900000000001455,3357.6985,5.725,2,30.0,26.0,8.9,3.2,17.67,False
20,3415.236,3419.108,3.8720000000002983,3417.0353333333333,5.5055555555555555,3,26.0,22.666666666666668,12.3,3.1666666666666665,18.59,False
21,3438.005,3438.747,0.7419999999997344,3438.3322857142857,6.295238095238096,7,23.0,19.428571428571427,34.9,4.7,30.17,False
22,3927.133,3934.744,7.611000000000331,3930.9385,10.366666666666667,2,13.0,12.5,10.6,2.6500000000000004,11.379999999999999,False
23,4092.566,4093.015,0.4490000000000691,4092.7905,12.025,2,25.0,23.5,1.4,1.1,13.42,False
24,4544.777,4546.729,1.9520000000002256,4545.489166666667,5.205555555555555,6,30.0,22.0,19.400000000000002,3.5666666666666664,26.82,False
25,4622.789,4625.144,2.355000000000473,4624.347000000001,5.855555555555557,3,36.0,22.666666666666668,10.899999999999999,4.333333333333334,22.169999999999998,False
