cluster_id,start_distance_ft,end_distance_ft,span_ft,center_distance_ft,avg_clock_position,anomaly_count,max_depth_pct,avg_depth_pct,total_length_in,avg_width_in,severity_score,is_critical
0,9452.13,9460.01,7.880000000001019,9456.7975,6.175,8,39.0,23.25,9.68,1.65875,30.504,False
1,10584.12,10597.14,13.019999999998618,10588.760909090908,4.999242424242425,22,50.0,18.863636363636363,20.0,1.7454545454545454,59.0,True
2,10755.92,10756.35,0.43000000000029104,10756.135,4.591666666666667,2,20.0,15.0,2.55,2.175,11.765,False
3,13155.91,13156.18,0.27000000000043656,13156.006666666668,4.644444444444445,3,24.0,19.666666666666668,2.87,2.1133333333333333,14.961000000000002,False
4,13394.44,13394.44,0.0,13394.44,3.9,2,25.0,17.5,1.3399999999999999,2.225,13.402,False
5,13645.56,13645.75,0.19000000000050932,13645.654999999999,4.491666666666666,2,16.0,13.5,1.26,1.24,9.778,False
6,13852.54,13853.93,1.389999999999418,13853.42,4.555555555555555,3,14.0,12.666666666666666,2.12,0.7733333333333333,10.736,False
7,14751.62,14757.57,5.949999999998909,14753.7525,6.09375,8,29.0,18.75,8.45,1.2925,26.135,False
8,14932.19,14934.69,2.5,14933.44,7.041666666666667,2,27.0,20.5,2.44,1.7349999999999999,14.532,False
9,14945.13,14945.33,0.2000000000007276,14945.23,1.1833333333333333,2,44.0,40.0,1.2999999999999998,1.3199999999999998,20.990000000000002,False
10,14960.09,14974.26,14.170000000000073,14968.358571428571,5.147142857142858,35,51.0,16.771428571428572,47.36000000000001,1.9671428571428566,87.108,True
11,15015.82,15026.16,10.340000000000146,15023.083999999999,6.236666666666666,5,15.0,11.4,3.63,1.464,14.589,False
12,15049.79,15106.27,56.47999999999956,15078.798604651161,7.752325581395348,43,49.0,20.6046511627907,44.81,1.6346511627906974,97.54299999999999,False
13,15184.5,15186.2,1.7000000000007276,15184.935000000001,3.7291666666666665,4,24.0,13.75,3.62,2.185,16.686,False
14,15275.43,15275.45,0.020000000000436557,15275.4375,5.775,4,18.0,14.25,4.37,2.7249999999999996,14.511,False
15,15366.08,15366.08,0.0,15366.08,3.4833333333333334,2,15.0,13.5,1.9300000000000002,5.705,9.579,False
16,15377.43,15377.59,0.15999999999985448,15377.51,7.541666666666666,2,19.0,15.0,1.54,1.79,11.062000000000001,False
17,16458.49,16460.62,2.1299999999973807,16459.555,6.300000000000001,2,36.0,24.0,2.6,2.675,18.18,False
18,16532.12,16538.67,6.549999999999272,16536.546666666665,6.763888888888888,6,35.0,21.333333333333332,8.36,3.604999999999999,25.508,False
19,16618.79,16620.66,1.8699999999989814,16620.273333333334,6.266666666666667,6,16.0,12.833333333333334,6.14,1.9349999999999998,17.242,False
20,16699.09,16700.83,1.7400000000016007,16700.113,5.741666666666667,10,45.0,18.6,10.280000000000001,3.319,36.084,True
21,16780.45,16780.77,0.31999999999970896,16780.61,3.8499999999999996,2,13.0,11.5,0.8300000000000001,0.9850000000000001,8.449,False
22,18203.47,18213.58,10.110000000000582,18208.5475,5.7375,4,31.0,20.25,4.6899999999999995,2.98,19.807,False
23,18841.84,18842.02,0.18000000000029104,18841.940000000002,10.416666666666668,4,54.0,23.5,5.01,7.289999999999999,29.103,True
24,19323.51,19324.23,0.7200000000011642,19323.87,6.508333333333333,2,16.0,13.5,1.1,1.56,9.73,False
25,20363.63,20363.82,0.18999999999869033,20363.725,6.983333333333333,2,34.0,29.5,2.73,1.785,17.419,False
26,21310.24,21312.1,1.859999999996944,21311.559,5.444999999999999,10,49.0,23.8,7.75,2.3230000000000004,36.925000000000004,True
27,21336.97,21337.2,0.22999999999956344,21337.085,6.325,2,35.0,29.5,3.0999999999999996,2.9200000000000004,17.93,False
28,21367.11,21371.21,4.099999999998545,21369.39142857143,6.053571428571429,14,28.0,14.785714285714286,20.57,2.777142857142857,38.371,False
29,21382.4,21391.96,9.559999999997672,21386.69777777778,5.372222222222223,18,54.0,25.38888888888889,30.31,3.646111111111111,57.693,True
30,21468.32,21468.69,0.36999999999898137,21468.5075,6.0875,8,38.0,19.625,9.370000000000001,2.3975,30.011000000000003,False
31,21873.53,21875.26,1.7299999999995634,21874.551999999996,5.073333333333333,5,34.0,18.8,4.42,2.74,22.426000000000002,False
32,22033.77,22035.46,1.6899999999986903,22034.420000000002,6.683333333333334,6,51.0,23.333333333333332,10.420000000000002,3.3649999999999998,32.526,True
33,22113.93,22113.96,0.029999999998835847,22113.947499999995,6.829166666666666,4,54.0,34.75,4.76,4.8125,29.028000000000002,True
34,22354.2,22354.2,0.0,22354.2,5.525,2,15.0,12.5,1.38,2.815,9.414,False
35,22682.66,22682.99,0.33000000000174623,22682.825,4.408333333333333,2,14.0,12.0,0.86,0.75,8.858,False
36,23006.72,23040.57,33.849999999998545,23022.489374999997,5.34375,32,49.0,16.65625,30.409999999999997,1.4571874999999999,76.723,False
37,23053.14,23063.48,10.340000000000146,23059.056666666667,5.3999999999999995,3,37.0,19.666666666666668,1.38,0.8266666666666667,19.714000000000002,False
38,23667.04,23669.09,2.0499999999992724,23668.115714285716,7.335714285714286,7,31.0,16.571428571428573,8.049999999999999,2.891428571428572,25.314999999999998,False
39,23705.79,23707.49,1.7000000000007276,23706.09,5.897222222222222,6,70.0,44.166666666666664,7.2,4.816666666666666,39.16,True
40,23945.68,23947.62,1.9399999999986903,23946.65,4.675000000000001,2,19.0,17.5,1.22,1.4749999999999999,10.966000000000001,False
41,26906.78,26907.36,0.5800000000017462,26907.10666666666,6.777777777777779,6,62.0,41.5,5.8,2.1766666666666663,35.54,True
42,26969.94,26970.84,0.9000000000014552,26970.45,2.913333333333333,5,24.0,14.4,3.53,2.38,18.159000000000002,False
43,26985.1,26985.43,0.33000000000174623,26985.215999999997,6.793333333333334,5,29.0,18.8,3.9000000000000004,1.984,20.270000000000003,False
44,27284.67,27285.06,0.3900000000030559,27284.864999999998,6.0,2,17.0,15.0,1.8900000000000001,1.775,10.367,False
45,27515.06,27515.29,0.22999999999956344,27515.175000000003,7.691666666666666,2,19.0,15.5,1.71,2.665,11.113000000000001,False
46,27985.61,27992.33,6.720000000001164,27989.45,5.441666666666666,4,24.0,19.0,3.87,1.6075,16.761000000000003,False
47,28674.28,28674.43,0.1500000000014552,28674.355,7.208333333333334,2,12.0,12.0,1.73,1.595,8.319,False
48,28857.18,28857.22,0.040000000000873115,28857.2,5.6944444444444455,3,57.0,44.666666666666664,4.48,3.846666666666667,28.644000000000002,True
49,29171.19,29171.21,0.020000000000436557,29171.199999999997,5.025,2,55.0,52.0,3.4299999999999997,6.995,26.029,False
50,29249.65,29251.39,1.7399999999979627,29250.392000000003,5.783333333333333,5,48.0,28.6,6.73,3.2019999999999995,28.719,True
51,29453.57,29471.01,17.43999999999869,29462.501666666667,5.996296296296297,18,67.0,20.61111111111111,22.88,1.3599999999999999,60.663999999999994,True
52,29485.33,29496.67,11.339999999996508,29488.57285714286,7.461904761904762,7,66.0,26.285714285714285,5.199999999999999,1.2985714285714285,38.46000000000001,True
53,30307.15,30309.45,2.2999999999992724,30308.625,4.788888888888889,6,48.0,19.666666666666668,5.43,1.8116666666666663,29.829000000000004,True
54,30395.95,30396.32,0.36999999999898137,30396.135000000002,5.816666666666666,2,12.0,11.5,2.25,1.5949999999999998,8.475000000000001,False
55,30621.83,30624.35,2.5199999999967986,30623.09,11.55,2,13.0,11.5,4.449999999999999,5.154999999999999,9.534999999999998,False
56,30970.79,30970.88,0.09000000000014552,30970.835,5.791666666666666,2,18.0,16.0,1.22,4.234999999999999,10.565999999999999,False
57,31153.53,31154.98,1.4500000000007276,31154.1675,6.354166666666667,4,19.0,15.5,5.779999999999999,1.89,15.334000000000001,False
58,31450.88,31450.96,0.07999999999810825,31450.92,6.608333333333334,2,19.0,16.0,2.64,1.26,11.392000000000001,False
59,31555.39,31558.11,2.720000000001164,31556.795000000002,5.894444444444445,6,67.0,24.166666666666668,5.51,2.0533333333333332,37.452999999999996,True
60,31597.75,31600.23,2.4799999999995634,31598.55222222222,7.199999999999999,9,30.0,15.777777777777779,10.3,1.5655555555555556,28.59,False
61,31623.69,31635.4,11.710000000002765,31628.646249999998,5.933333333333334,8,23.0,17.0,9.64,1.955,24.092000000000002,False
62,32268.11,32268.22,0.11000000000058208,32268.165,6.433333333333334,2,14.0,12.5,1.9700000000000002,2.855,9.191,False
63,32563.95,32564.85,0.8999999999978172,32564.4075,6.216666666666667,4,12.0,11.5,6.02,1.435,12.606,False
64,32644.89,32644.93,0.040000000000873115,32644.91,5.574999999999999,2,15.0,14.5,1.3,1.5949999999999998,9.39,False
65,32975.48,32978.35,2.8699999999953434,32976.35857142857,7.690476190476191,14,42.0,19.714285714285715,18.16,2.5964285714285715,43.248,True
66,33161.16,33162.93,1.7699999999967986,33162.045,3.466666666666667,2,19.0,14.5,1.97,1.025,11.191,False
67,33240.91,33242.21,1.2999999999956344,33241.512,7.076666666666666,5,18.0,16.2,4.69,1.424,16.107,False
68,33354.59,33361.0,6.4100000000034925,33358.130000000005,8.197916666666666,8,41.0,20.75,12.37,2.21125,32.111000000000004,True
69,33371.68,33372.14,0.4599999999991269,33371.86,6.591666666666667,4,28.0,15.5,2.95,1.175,18.085000000000004,False
70,33400.71,33402.69,1.9800000000032014,33401.7,7.116666666666667,2,31.0,22.5,2.17,1.18,16.051000000000002,False
71,33425.22,33482.42,57.19999999999709,33466.15739130435,5.703623188405796,69,62.0,18.144927536231883,65.86999999999999,1.4246376811594204,148.061,False
72,33527.69,33531.19,3.5,33529.80466666667,11.23222222222222,15,35.0,16.466666666666665,16.699999999999996,1.3626666666666667,41.51,False
73,33562.56,33562.8,0.2400000000052387,33562.65666666667,5.644444444444445,3,35.0,21.333333333333332,5.67,6.523333333333333,20.201,False
74,33764.38,33766.89,2.5100000000020373,33765.56714285714,7.242857142857143,7,30.0,16.571428571428573,7.05,1.7042857142857144,24.615,False
75,33788.65,33789.71,1.0599999999976717,33789.3425,7.829166666666667,4,17.0,12.5,2.79,1.1324999999999998,13.637,False
76,33800.97,33803.84,2.8699999999953434,33802.997142857144,6.128571428571428,7,25.0,15.714285714285714,5.75,1.5071428571428573,22.225,False
77,33903.09,33904.08,0.9900000000052387,33903.55666666667,12.080555555555556,6,39.0,16.0,4.64,1.093333333333333,25.992,False
78,33946.06,33946.08,0.020000000004074536,33946.07,6.0,2,36.0,27.5,0.98,1.6949999999999998,17.694,False
79,33999.0,34000.58,1.5800000000017462,33999.74777777778,4.503703703703703,9,56.0,21.11111111111111,11.01,1.4988888888888887,39.202999999999996,True
80,34026.21,34026.28,0.06999999999970896,34026.234,8.790000000000001,5,37.0,25.8,6.96,2.582,24.388,False
81,34059.0,34063.93,4.930000000000291,34062.575,6.258333333333334,4,43.0,27.5,2.4,1.1,23.919999999999998,True
82,34075.25,34075.9,0.6500000000014552,34075.54,6.38611111111111,6,29.0,19.5,4.7299999999999995,1.1866666666666668,22.019000000000002,False
83,34106.55,34108.23,1.680000000000291,34107.36666666667,10.938888888888888,3,45.0,23.333333333333332,2.4299999999999997,2.39,23.229,True
84,34139.92,34140.74,0.819999999999709,34140.33,5.308333333333334,2,41.0,26.0,1.73,1.555,19.919,False
85,34156.58,34158.24,1.6599999999962165,34157.44,4.938888888888889,3,31.0,20.666666666666668,4.41,1.9533333333333331,18.223,False
86,34188.41,34188.45,0.03999999999359716,34188.433999999994,5.136666666666667,5,34.0,28.8,7.199999999999999,3.536,23.26,False
87,34912.23,34913.75,1.5199999999967986,34912.990000000005,8.908333333333333,2,21.0,19.5,0.8200000000000001,0.71,11.646,False
88,34962.49,34971.89,9.400000000001455,34967.19,6.958333333333334,2,14.0,12.0,1.22,1.2799999999999998,8.966000000000001,False
